_id,accomodates,air_conditioning,bathrooms,bed_type,bedrooms,beds,cable_tv,cancellation_policy,carbon_monoxide,checkin_24hr,cleaning_fee,comments,dryer,elevator,essentials,extra_people,family_kid_friendly,first_aid_kit,free_parking,gym,hair_dryer,hangers,heating,host_acceptance_rate,host_picture_url,host_response_rate,id,iron,kitchen,latitude,lock_on_bedroom_door,longtitude,number_of_reviews,pets_allowed,pool,price,property_type,review_scores_rating,room_type,security_deposit,shampoo,smoke_detector,washer,wheelchair_accessible,wireless_internet
60f1a2f1bc9dc8e90a6f1e08,2,1,1,Real Bed,0,1,1,strict,0,0,225,,1,0,0,0,0,0,0,0,0,0,1,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,100,7694559,0,1,42.3451341,0,-71.07513462,0,0,0,150,Apartment,0,Entire home/apt,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1df9,2,0,1,Real Bed,1,1,0,flexible,0,0,20,,1,0,1,0,0,0,0,0,0,1,1,90,https://a0.muscache.com/im/users/19798741/profile_pic/1408108690/original.jpg?aki_policy=profile_x_medium,80,13215952,0,1,42.30992056,0,-71.11072692,0,1,0,69,Apartment,0,Private room,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e03,5,1,1,Real Bed,1,2,1,strict,1,0,25,Spacious well equipped apartment in good area that was sub floor so a little dark. ,1,0,1,25,1,0,0,0,1,1,1,91,https://a2.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_x_medium,100,13711334,1,1,42.35150365,0,-71.08710415,1,0,0,225,Apartment,80,Entire home/apt,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e0d,1,0,1.5,Real Bed,1,1,0,strict,0,1,50,"Everything was great, maybe watch out for the landlady though.",1,0,1,0,0,0,0,0,1,1,1,33,https://a2.muscache.com/im/pictures/e49e4396-07b3-46de-9af7-dd18227d1eae.jpg?aki_policy=profile_x_medium,100,9723217,1,0,42.35540779,0,-71.13875387,1,0,0,45,House,100,Private room,0,1,0,0,0,1
60f1a2f1bc9dc8e90a6f1e13,1,1,1,Real Bed,1,1,0,flexible,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,https://a2.muscache.com/im/pictures/20b165e7-af03-4ec3-84ab-e4985b46400d.jpg?aki_policy=profile_x_medium,0,14672735,0,1,42.31978117,1,-71.10467022,0,0,0,65,Apartment,0,Private room,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e28,1,1,1,Couch,1,1,0,strict,0,0,25,,1,0,1,0,1,0,0,0,0,0,0,100,https://a2.muscache.com/im/pictures/567ac05e-0f2c-4471-927c-fdf15ce0dfcc.jpg?aki_policy=profile_x_medium,100,14300751,0,1,42.325872,0,-71.07755316,3,0,0,22,House,93,Shared room,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e2c,1,0,1,Real Bed,1,1,0,flexible,0,0,0,,1,0,1,0,0,0,0,0,1,1,0,100,https://a2.muscache.com/im/pictures/fd6e4381-4258-4b39-90e3-af78a0180f0a.jpg?aki_policy=profile_x_medium,92,14272646,1,1,42.28457495,0,-71.09531868,0,0,0,40,Apartment,0,Private room,0,1,0,0,0,1
60f1a2f1bc9dc8e90a6f1e4b,2,1,1,Real Bed,1,1,1,strict,0,1,0,"Great location for a short stay in Boston, very accessible to public transport, cafes, bars, etc. Rooftop deck access also a huge plus and fantastic views of the skyline which we really enjoyed. Overall very nice place and would recommend to anyone coming through Boston for holiday and sight seeing. ",1,0,1,0,1,0,0,0,1,1,1,94,https://a2.muscache.com/im/pictures/a876f39f-e97b-4854-bad2-13752f81abe8.jpg?aki_policy=profile_x_medium,91,10427882,1,1,42.34407347,0,-71.0778515,6,0,0,229,Apartment,93,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e55,1,0,1,Real Bed,1,1,1,flexible,1,1,0,"David was very helpful, probably more accomodating to this first time traveler than he intended. It is a good place to stay.",0,0,1,0,0,1,0,0,0,1,1,100,https://a2.muscache.com/im/pictures/fd6e4381-4258-4b39-90e3-af78a0180f0a.jpg?aki_policy=profile_x_medium,92,10381729,0,1,42.28635522,1,-71.09483015,34,0,0,44,Apartment,91,Private room,0,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1e80,3,1,1,Real Bed,1,1,1,flexible,1,0,0,,0,0,1,0,1,0,0,0,0,0,1,0,https://a1.muscache.com/im/users/35950087/profile_pic/1434459988/original.jpg?aki_policy=profile_x_medium,0,7240149,0,1,42.34862912,0,-71.08561477,0,0,0,300,Apartment,0,Entire home/apt,0,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1e84,2,0,1,Real Bed,1,1,1,flexible,0,1,0,,1,0,1,0,0,1,0,0,1,1,1,0,https://a2.muscache.com/im/pictures/a26dd408-066a-4f1c-84e3-a5965420afd5.jpg?aki_policy=profile_x_medium,0,9532771,0,1,42.3232429,0,-71.11357115,0,0,0,80,Apartment,0,Private room,0,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1e95,2,1,1,Real Bed,1,1,0,flexible,0,0,45,,1,0,1,15,1,0,0,0,0,0,1,100,https://a2.muscache.com/im/pictures/cbc0a933-6f80-4bf8-8b48-3df5554d85b8.jpg?aki_policy=profile_x_medium,100,8336388,0,1,42.34064075,0,-71.15135645,0,0,0,103,Apartment,0,Private room,100,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e97,4,1,2.5,Real Bed,2,2,1,strict,1,0,125,"Stayed here while visiting family in Boston.  Had a great experience!  Truly a luxurious penthouse with a rooftop deck that had beautiful 360 degree views.  Located in a very quiet neighborhood close to downtown, a very spacious multilevel brownstone.  I would definitely come back!",1,0,1,0,1,0,0,0,0,0,1,54,https://a1.muscache.com/im/users/36559227/profile_pic/1435103516/original.jpg?aki_policy=profile_x_medium,100,6972426,0,1,42.34141201,0,-71.08113734,19,0,0,575,Townhouse,99,Entire home/apt,500,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e9f,3,1,1.5,Real Bed,1,1,0,flexible,0,1,100,This is an excellent location walkable to many points of interest and close to restaurants and shopping.  The place was very clean and comfortable.  The neighborhood and building was quiet.,1,0,1,0,0,0,0,0,0,1,1,88,https://a2.muscache.com/im/pictures/d7a0ffbe-0295-496f-bdd6-ad57a9a032bb.jpg?aki_policy=profile_x_medium,100,13015353,0,1,42.35168134,0,-71.08706448,2,0,0,350,Condominium,80,Entire home/apt,500,0,0,1,0,0
60f1a2f1bc9dc8e90a6f1ea0,4,1,2,Real Bed,2,3,0,moderate,1,1,45,The reservation was canceled 27 days before arrival. This is an automated posting.,1,1,1,17,1,0,1,1,1,1,1,0,https://a2.muscache.com/im/users/246083/profile_pic/1424594021/original.jpg?aki_policy=profile_x_medium,0,5412487,1,1,42.32849574,0,-71.10903339,1,1,0,160,Loft,0,Entire home/apt,300,1,1,1,1,1
60f1a2f1bc9dc8e90a6f1ebe,4,1,1,Real Bed,1,2,1,strict,1,1,100,,1,1,1,10,0,0,1,1,1,1,1,100,https://a2.muscache.com/im/pictures/3c688581-ec15-40aa-bddd-5c4a9efef643.jpg?aki_policy=profile_x_medium,100,14573486,1,1,42.35067613,1,-71.06137718,0,0,0,270,Apartment,0,Entire home/apt,250,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e07,1,1,1,Real Bed,0,1,1,strict,1,0,10,"Decent small studio, exactly as described. Close to Hynes Convention Center, MIT and Copley. Keys are collected and dropped off two blocks away. Bernie''s response is prompt and professional. ",0,0,0,0,0,0,0,0,0,0,1,95,https://a1.muscache.com/im/users/17194624/profile_pic/1403621649/original.jpg?aki_policy=profile_x_medium,96,4020650,0,0,42.35227317,0,-71.08256662,67,0,0,139,Apartment,81,Entire home/apt,0,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1e0f,1,0,1,Airbed,1,1,0,moderate,1,0,50,,0,0,1,0,0,0,0,0,0,1,1,94,https://a0.muscache.com/im/users/16186589/profile_pic/1443582037/original.jpg?aki_policy=profile_x_medium,100,14747561,1,1,42.3042288,1,-71.07255794,0,0,0,40,Apartment,0,Private room,500,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1e25,2,1,1,Futon,1,1,0,strict,1,0,10,Very close to airport. Walk about 20 minute .  There is store opposite house. Walk 10 minute to MTR. The room a little small. ,0,0,0,20,1,0,0,0,0,0,1,67,https://a1.muscache.com/im/users/45928122/profile_pic/1444163508/original.jpg?aki_policy=profile_x_medium,100,8757949,0,1,42.37240877,0,-71.03867839,22,0,0,65,Apartment,89,Private room,95,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1e26,2,1,1,Futon,1,1,0,flexible,0,1,0,"
Wonderful experience. Such an awesome host! Funny and entertaining as well as kind and helpful. Thanks for an awesome stay! hope to be back soon :)",1,0,1,20,0,0,0,0,1,1,1,100,https://a0.muscache.com/im/users/31862615/profile_pic/1429920344/original.jpg?aki_policy=profile_x_medium,100,6142396,1,1,42.36866337,0,-71.03492955,115,0,0,56,Apartment,95,Shared room,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e29,3,1,1,Real Bed,1,1,1,strict,0,1,100,"Clean, comfortable, great location.  Great gym in building.",1,1,1,0,1,0,0,1,1,0,1,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,98,9922595,1,1,42.35107229,0,-71.06305596,1,0,1,169,Apartment,100,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e31,3,1,1,Real Bed,0,1,0,flexible,0,0,20,,1,1,1,8,1,0,1,0,1,0,1,100,https://a2.muscache.com/im/pictures/d695913c-d8b4-4550-9291-d40322b62cde.jpg?aki_policy=profile_x_medium,100,14756029,0,1,42.35103627,1,-71.12801699,0,0,0,79,Apartment,0,Entire home/apt,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e38,1,0,1,Real Bed,1,1,0,flexible,0,0,0,,1,0,0,0,1,0,0,0,1,1,1,0,https://a2.muscache.com/im/users/17320199/profile_pic/1403863745/original.jpg?aki_policy=profile_x_medium,0,10409490,1,1,42.35055496,0,-71.07939899,0,0,0,69,Apartment,0,Private room,0,0,0,1,0,1
60f1a2f1bc9dc8e90a6f1e41,1,0,1,Futon,1,1,0,flexible,0,0,0,"The Apartment was as described, and was well maintained. The stay was very pleasant and comfortable. Jaclyn was amazing and was one f the best hosts I have seen.",0,0,0,0,0,0,0,0,0,0,0,0,https://a1.muscache.com/im/users/36973561/profile_pic/1435527576/original.jpg?aki_policy=profile_x_medium,0,7050397,0,0,42.3278022,0,-71.10563134,1,0,0,50,House,100,Private room,0,0,0,0,0,0
60f1a2f1bc9dc8e90a6f1e46,2,1,1,Real Bed,1,1,1,moderate,1,0,0,Awesome house. Awesome couple. Awesome experience overall.,1,0,1,0,1,0,1,0,0,0,1,95,https://a0.muscache.com/im/users/19032128/profile_pic/1407549515/original.jpg?aki_policy=profile_x_medium,100,6347026,0,1,42.33746332,0,-71.04509796,100,0,0,155,Townhouse,98,Private room,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e5f,4,1,1,Real Bed,1,1,1,strict,1,1,0,Apartment was nice and clean and as expected. Great area. Walkable to everywhere. ,1,1,1,0,0,0,0,0,1,1,1,33,https://a2.muscache.com/im/pictures/a83a0b23-8991-44f3-9179-4d5879cbe3bb.jpg?aki_policy=profile_x_medium,77,10164759,1,1,42.35476045,0,-71.0736798,4,1,0,179,Apartment,95,Entire home/apt,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e70,5,1,2,Real Bed,2,2,0,strict,0,0,100,,1,0,1,0,1,0,0,1,0,0,1,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,98,8184007,0,1,42.34444184,0,-71.10191008,0,0,0,319,Apartment,0,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e8e,4,1,1,Real Bed,1,1,0,moderate,1,0,40,,0,0,0,0,0,0,0,0,0,0,0,0,https://a2.muscache.com/im/users/274767/profile_pic/1315253884/original.jpg?aki_policy=profile_x_medium,0,9969226,0,1,42.34909987,0,-71.13098673,0,0,0,79,Apartment,0,Entire home/apt,0,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1e93,2,1,1,Real Bed,0,1,1,flexible,1,0,50,,1,0,1,0,0,0,0,0,1,0,1,0,https://a0.muscache.com/im/users/30979867/profile_pic/1428697405/original.jpg?aki_policy=profile_x_medium,0,6387077,0,1,42.33399285,0,-71.10449005,0,0,0,140,Apartment,0,Entire home/apt,250,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e94,2,1,1,Pull-out Sofa,0,1,1,moderate,0,0,40,"Easy place to stay, well located!",1,0,0,20,0,0,0,0,1,0,1,51,https://a2.muscache.com/im/users/7422781/profile_pic/1374629816/original.jpg?aki_policy=profile_x_medium,100,1428355,1,1,42.33825951,0,-71.07091546,62,0,0,80,Apartment,96,Entire home/apt,100,0,0,1,0,1
60f1a2f1bc9dc8e90a6f1e9c,2,1,1,Real Bed,1,1,0,flexible,0,0,65,"This place is your typical boston style apartment. nice and quaint. Very safe neighborhood and using Lyft Line only cost an average of $4-9 to go to anywhere in the city.

Richard was very good at communicating and making recommendations on restaurants and bars. Although I never had the chance to meet him, we did keep in touch the whole trip via text.

Place was really nice with modern updates and furnishings, nice comfortable california king bed.

Recommend this place to anyone looking to explore the city, singles, couples, or business travelers. Convenient to alot of fun stuff.",1,0,1,75,0,0,0,0,0,1,1,100,https://a1.muscache.com/im/users/9974234/profile_pic/1384307960/original.jpg?aki_policy=profile_x_medium,100,13555596,0,1,42.33791676,0,-71.02701324,1,0,0,140,Apartment,100,Entire home/apt,200,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1eaf,1,1,1,Real Bed,1,1,0,moderate,1,0,25,"Good place, Safe area!
The buses are frequency.  Easy to get Orange Line, Subway and around Downtown area.

And very clean room. Recommend!",1,0,1,10,0,1,1,0,1,1,1,100,https://a1.muscache.com/im/users/1997048/profile_pic/1390682229/original.jpg?aki_policy=profile_x_medium,100,400067,1,1,42.30088321,0,-71.08189711,20,0,0,56,Apartment,86,Private room,100,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1ed3,1,1,1,Real Bed,1,1,0,moderate,1,0,0,,0,0,1,0,0,0,0,0,0,1,1,0,https://a2.muscache.com/im/pictures/0205bcd0-7b64-4fe8-8f3c-1c0b33366509.jpg?aki_policy=profile_x_medium,0,14924831,1,1,42.38192063,0,-71.06883694,0,0,0,190,House,0,Private room,0,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1df3,1,1,1,Real Bed,1,1,0,flexible,1,0,30,The host canceled this reservation 13 days before arrival. This is an automated posting.,0,1,0,0,0,0,0,0,0,1,1,0,https://a2.muscache.com/im/pictures/942b25bf-73fe-44e4-97da-1fab50d13cd6.jpg?aki_policy=profile_x_medium,0,14774868,0,0,42.3472229,1,-71.09578632,2,0,0,85,Apartment,100,Private room,0,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1dfe,2,0,1,Real Bed,2,1,0,strict,1,1,50,,1,0,1,35,0,0,1,0,1,1,1,91,https://a2.muscache.com/im/pictures/78cdffd0-5a52-47e8-ae51-d09cd482fb6a.jpg?aki_policy=profile_x_medium,90,10009367,0,1,42.35111442,0,-71.17045211,0,1,0,115,Apartment,0,Entire home/apt,400,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1df6,5,1,2,Real Bed,2,2,1,strict,0,0,100,,1,1,1,0,1,0,0,1,0,0,1,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,98,10051649,0,1,42.36479585,0,-71.07010306,0,0,1,199,Apartment,0,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1dff,5,1,5,Real Bed,2,2,1,strict,0,1,100,,1,1,1,0,1,0,0,1,0,0,1,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,98,12287687,0,1,42.34901372,0,-71.03934391,0,0,0,399,Apartment,0,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e1b,6,1,3,Real Bed,3,6,1,flexible,1,0,150,"Sybil was very accommodating and easy to communicate with.  The house is beautiful and comfortable.  It's a special place to stay and it's location is great--it's so very central to all of the awesomeness of JP.   ",1,0,0,0,1,0,1,0,0,0,1,100,https://a2.muscache.com/im/users/31247560/profile_pic/1429305685/original.jpg?aki_policy=profile_x_medium,0,6053700,0,1,42.30983485,0,-71.11457927,2,1,0,450,House,100,Entire home/apt,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e22,2,1,1,Real Bed,1,1,1,flexible,0,0,0,,1,0,0,0,1,0,0,0,0,0,1,0,https://a0.muscache.com/im/users/41439483/profile_pic/1439541028/original.jpg?aki_policy=profile_x_medium,0,7856208,0,1,42.34203471,0,-71.07256419,0,0,0,180,Apartment,0,Private room,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e3a,2,1,1,Real Bed,0,1,1,strict,0,0,0,,1,0,1,0,1,0,0,0,1,1,1,33,https://a2.muscache.com/im/pictures/a83a0b23-8991-44f3-9179-4d5879cbe3bb.jpg?aki_policy=profile_x_medium,77,11060140,1,1,42.34339888,0,-71.0788854,0,0,0,189,Apartment,0,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e3e,3,1,1,Real Bed,1,1,0,flexible,1,0,0,The host canceled this reservation 236 days before arrival. This is an automated posting.,1,1,1,0,1,1,0,0,1,1,1,100,https://a2.muscache.com/im/pictures/9090d9d0-27bc-4085-b322-14ad461d9238.jpg?aki_policy=profile_x_medium,100,14682588,1,1,42.34671824,0,-71.08785508,1,1,0,225,Apartment,0,Entire home/apt,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e47,2,1,1,Real Bed,1,1,1,flexible,1,0,0,"The condo was spectacular. Not only very clean, but great views and a very comfortable home. It felt like I was at my own house, not someone else''s. ",0,0,0,0,0,0,0,0,0,0,0,0,https://a0.muscache.com/im/users/7723209/profile_pic/1374779935/original.jpg?aki_policy=profile_x_medium,100,8189821,0,1,42.37588283,0,-71.05973715,2,0,0,200,Apartment,100,Private room,0,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1e6b,4,1,1,Real Bed,2,1,1,strict,1,1,130,,1,0,1,50,1,0,0,0,1,1,1,100,https://a2.muscache.com/im/pictures/8d788688-21e7-4acd-a509-fa7e4795fe5f.jpg?aki_policy=profile_x_medium,100,14592644,0,1,42.36347248,0,-71.11570069,0,0,0,195,Apartment,0,Entire home/apt,200,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e8f,2,1,0.5,Real Bed,1,1,0,strict,0,0,50,The host canceled this reservation 15 days before arrival. This is an automated posting.,1,0,0,0,1,0,1,0,1,1,1,100,https://a0.muscache.com/im/users/34091427/profile_pic/1432560414/original.jpg?aki_policy=profile_x_medium,100,13550412,0,1,42.35003054,0,-71.12729131,2,0,0,40,Apartment,0,Private room,0,0,0,1,0,1
60f1a2f1bc9dc8e90a6f1e91,1,1,1,Real Bed,1,1,1,flexible,0,0,0,,1,0,1,0,0,0,0,0,0,0,1,100,https://a2.muscache.com/im/pictures/0d723741-533e-444b-b4ea-6059c591e9ba.jpg?aki_policy=profile_x_medium,100,6488924,0,1,42.36029553,0,-71.06958376,0,0,0,150,Apartment,0,Private room,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e92,1,1,1,Real Bed,1,1,0,flexible,0,0,20,,1,1,0,0,0,0,1,0,0,1,1,100,https://a0.muscache.com/im/users/8793032/profile_pic/1378996928/original.jpg?aki_policy=profile_x_medium,33,13879099,0,1,42.35172558,0,-71.12104524,0,0,0,90,Apartment,0,Private room,0,0,0,1,0,1
60f1a2f1bc9dc8e90a6f1eb5,2,1,1,Real Bed,0,1,1,strict,0,1,225,,1,0,0,0,0,0,0,0,0,1,1,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,100,9252183,1,1,42.35068464,0,-71.08228084,0,0,0,160,Apartment,0,Entire home/apt,0,0,0,1,0,1
60f1a2f1bc9dc8e90a6f1eb9,2,0,1,Real Bed,1,1,1,flexible,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,100,https://a2.muscache.com/im/pictures/ffd45214-a443-4266-b1dd-eb3ed1cabb7a.jpg?aki_policy=profile_x_medium,100,9607296,0,0,42.27066203,1,-71.1687514,0,0,0,100,House,0,Private room,0,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1ec2,2,1,1,Pull-out Sofa,1,1,0,strict,1,0,10,"The whole apartment was dirty, the bed (although let''s be real and call it what it is- an old pullout couch) was so uncomfortable that our whole bodies hurt, and there were stains on the sheets. Her roommate walked in and out of our room at all hours of the night (11:30pm, 1:30am, 3am, 4am, 6am.. as is his right since his door is next to the couch) which made it very hard to get any kind of continuous sleep. He also played video games for much of the night. Then, at 6:30, our host loudly turned on the tv and radio and started rummaging around with seemingly no concern that we were there.  We left after 1 night even though we had booked two because we felt unsafe with a complete stranger walking past us all the time.",1,0,1,10,1,0,0,0,0,0,1,100,https://a0.muscache.com/im/users/2139546/profile_pic/1350210854/original.jpg?aki_policy=profile_x_medium,100,728238,0,1,42.30963229,0,-71.11621848,88,0,0,60,Apartment,87,Private room,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1ed4,4,1,1,Real Bed,2,2,1,strict,1,1,95,,1,1,1,0,1,0,0,0,1,1,1,98,https://a2.muscache.com/im/pictures/50576553-3d63-4e1e-8adf-8f4b4b7f09fe.jpg?aki_policy=profile_x_medium,71,14473053,1,1,42.3364863,0,-71.08647876,0,0,0,209,Apartment,0,Entire home/apt,400,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1e00,3,1,1,Real Bed,1,1,1,strict,0,0,100,,1,1,1,0,1,0,0,1,0,0,1,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,98,12089399,0,1,42.33497264,0,-71.09995701,0,0,1,169,Apartment,0,Entire home/apt,0,1,0,1,0,1
60f1a2f1bc9dc8e90a6f1e04,3,1,3.5,Real Bed,1,2,0,strict,0,0,20,"The house is in a quiet neighborhood. Susan is very nice, friendly, respectful and considerate. My friend and I had a great time there. The room was clean and private, the bed was comfortable. You won''t regret choosing it!",0,0,1,20,1,0,1,0,0,0,1,99,https://a2.muscache.com/im/pictures/e39619b2-bd99-487a-aa45-3d665c31e22a.jpg?aki_policy=profile_x_medium,100,13015767,0,1,42.2724567,0,-71.16863145,22,0,0,65,House,95,Private room,0,1,0,0,0,1
60f1a2f1bc9dc8e90a6f1e06,2,1,1,Real Bed,1,1,1,strict,1,0,25,,1,0,1,25,1,0,0,0,1,1,1,91,https://a2.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_x_medium,100,13714817,1,0,42.35087002,1,-71.10197771,0,0,0,175,Bed & Breakfast,0,Private room,0,0,1,0,0,1
60f1a2f1bc9dc8e90a6f1e15,1,0,1,Real Bed,1,1,1,flexible,1,0,0,"Found this a lovely room in an excellent location, and was very pleased with my stay.",0,0,1,0,0,0,0,0,0,0,1,0,https://a0.muscache.com/im/users/22419290/profile_pic/1413082118/original.jpg?aki_policy=profile_x_medium,0,7055184,0,1,42.35507102,0,-71.13262778,2,0,0,35,House,50,Private room,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e2e,3,0,1,Real Bed,1,2,0,moderate,1,0,5,,0,0,1,60,1,1,0,0,0,1,1,0,https://a2.muscache.com/im/pictures/aa1dd302-a493-4d91-a581-44850e76b64f.jpg?aki_policy=profile_x_medium,0,14826101,1,0,42.30300097,0,-71.06710708,0,0,0,100,Apartment,0,Private room,0,0,1,0,0,0
60f1a2f1bc9dc8e90a6f1e30,2,1,1,Real Bed,1,2,0,flexible,1,0,15,"Raheel is great guy and the place is wonderful and clean , the neighbourhood is quiet and his friends in the house are so much friendly .",1,0,0,0,0,0,0,0,0,1,1,100,https://a2.muscache.com/im/pictures/a0febdcd-d686-45d7-9519-72186dd221c7.jpg?aki_policy=profile_x_medium,100,13565466,1,1,42.33230551,0,-71.10073195,1,0,0,45,Apartment,80,Private room,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e3b,2,0,1,Real Bed,1,1,1,moderate,1,1,40,,1,0,1,0,1,0,0,0,1,1,1,100,https://a2.muscache.com/im/pictures/d78ed44a-ba02-43fb-8f50-5b22044812cd.jpg?aki_policy=profile_x_medium,100,14709217,1,1,42.33905139,0,-71.07641049,0,0,0,149,Apartment,0,Entire home/apt,300,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e4d,2,0,0.5,Real Bed,1,1,0,flexible,1,1,5,The host canceled this reservation 14 days before arrival. This is an automated posting.,1,0,1,5,1,0,0,0,1,1,1,100,https://a0.muscache.com/im/users/44536618/profile_pic/1442622581/original.jpg?aki_policy=profile_x_medium,100,12026868,1,1,42.34805571,1,-71.13905559,2,0,0,25,Apartment,60,Private room,0,1,1,0,0,1
60f1a2f1bc9dc8e90a6f1e51,2,1,1,Real Bed,1,1,0,flexible,1,0,0,"Very pleasant stay at John's place.",1,0,1,0,1,1,0,0,0,0,1,0,https://a1.muscache.com/im/users/21674032/profile_pic/1411469900/original.jpg?aki_policy=profile_x_medium,0,4177233,0,1,42.31825074,0,-71.05788943,54,0,0,74,Apartment,94,Private room,0,0,1,1,0,1
60f1a2f1bc9dc8e90a6f1e5b,2,1,1,Real Bed,0,1,1,strict,1,1,50,"Great location, good price, we loved the rooftop, we would definitely stay there again.",1,1,1,0,1,0,0,0,1,1,1,86,https://a1.muscache.com/im/users/93112/profile_pic/1268606266/original.jpg?aki_policy=profile_x_medium,100,23619,1,1,42.35846014,0,-71.06326992,127,0,0,175,Apartment,92,Entire home/apt,0,1,1,1,1,1
60f1a2f1bc9dc8e90a6f1e67,1,0,1,Real Bed,1,1,1,flexible,1,0,0,"Zicong's place is cozy and neat. The location is great. It is close to everything and the train station is literally at the front door. They are super nice and easy to communicate with. Definitely recommend!",1,0,1,0,0,0,0,0,1,1,1,0,https://a2.muscache.com/im/pictures/ef9a14f7-b40b-479c-9bba-e69c492ee879.jpg?aki_policy=profile_x_medium,0,12592696,0,1,42.34772212,0,-71.13526355,1,1,0,90,Apartment,100,Private room,0,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e75,8,1,1,Real Bed,3,4,1,strict,1,1,100,The flat was very comfortable and we were very happy staying there. communication was very good and the trip was a huge success. The highlight (for me) was the recommendation to try the Yankee Lobster Eatery down on the waterfront - it was amazing !! Thank you for a lovely stay.,1,0,1,15,0,1,0,0,1,1,1,94,https://a2.muscache.com/im/users/4776690/profile_pic/1435191183/original.jpg?aki_policy=profile_x_medium,100,8930592,1,1,42.33524293,0,-71.04390496,70,0,0,99,House,92,Entire home/apt,300,1,1,1,0,1
60f1a2f1bc9dc8e90a6f1e78,10,1,1.5,Real Bed,3,3,1,strict,1,1,60,"Stunning apartment. Wonderful host. 
",1,0,1,15,1,1,0,0,1,1,1,100,https://a0.muscache.com/im/users/17783651/profile_pic/1410500536/original.jpg?aki_policy=profile_x_medium,100,4090224,1,1,42.33501761,0,-71.05488151,176,1,0,225,House,97,Entire home/apt,200,1,1,1,0,1
