id,listing_url,host_response_rate,host_acceptance_rate,host_picture_url,street,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,last_review,review_scores_rating,cancellation_policy
12147973,https://www.airbnb.com/rooms/12147973,N/A,N/A,https://a2.muscache.com/im/pictures/5936fef0-ba16-45bd-ac33-9226137d0763.jpg?aki_policy=profile_x_medium,"Birch Street, Boston, MA 02131, United States",Roslindale,42.2826188,-71.13306793,House,Entire home/apt,4,1.5,2,3,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}",$250.00,,$35.00,$0.00,0,,,moderate
3075044,https://www.airbnb.com/rooms/3075044,100%,100%,https://a2.muscache.com/im/users/2572247/profile_pic/1442235897/original.jpg?aki_policy=profile_x_medium,"Pinehurst Street, Boston, MA 02131, United States",Roslindale,42.28624082,-71.13437396,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$65.00,$95.00,$10.00,$0.00,36,2016-08-13,94,moderate
6976,https://www.airbnb.com/rooms/6976,100%,88%,https://a2.muscache.com/im/users/16701/profile_pic/1393434148/original.jpg?aki_policy=profile_x_medium,"Ardale St., Boston, MA 02131, United States",Roslindale,42.29243789,-71.13576525,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00,,,$20.00,41,2016-08-05,98,moderate
1436513,https://www.airbnb.com/rooms/1436513,100%,50%,https://a2.muscache.com/im/pictures/5d430cde-7eb2-4ab7-980a-ef07781cd38c.jpg?aki_policy=profile_x_medium,"Boston, MA, United States",Roslindale,42.28110619,-71.12102117,House,Private room,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,$100.00,$50.00,$25.00,1,2016-08-28,100,moderate
7651065,https://www.airbnb.com/rooms/7651065,100%,100%,https://a0.muscache.com/im/users/15396970/profile_pic/1399856223/original.jpg?aki_policy=profile_x_medium,"Durnell Avenue, Boston, MA 02131, United States",Roslindale,42.28451221,-71.13625805,House,Private room,2,1.5,1,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$79.00,,$15.00,$0.00,29,2016-09-01,99,flexible
12386020,https://www.airbnb.com/rooms/12386020,100%,95%,https://a2.muscache.com/im/pictures/ab20c2a0-8e32-441a-9c04-b60d618a42c2.jpg?aki_policy=profile_x_medium,"Walter Street, Boston, MA 02131, United States",Roslindale,42.2916898,-71.13189277,Condominium,Private room,2,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,Iron}",$75.00,,$30.00,$0.00,8,2016-08-28,100,flexible
5706985,https://www.airbnb.com/rooms/5706985,98%,96%,https://a2.muscache.com/im/users/6570877/profile_pic/1405383234/original.jpg?aki_policy=profile_x_medium,"Kittredge Street, Boston, MA 02131, United States",Roslindale,42.28138963,-71.13119042,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",$100.00,,,$25.00,57,2016-09-01,90,strict
2843445,https://www.airbnb.com/rooms/2843445,100%,100%,https://a2.muscache.com/im/users/3164508/profile_pic/1344187296/original.jpg?aki_policy=profile_x_medium,"Cornell Street, Boston, MA 02131, United States",Roslindale,42.2819461,-71.14102161,House,Private room,2,2,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,,$10.00,$15.00,67,2016-09-04,96,moderate
753446,https://www.airbnb.com/rooms/753446,100%,100%,https://a2.muscache.com/im/pictures/28ded429-6cd7-4fd9-b1dc-78f13f2cfd2a.jpg?aki_policy=profile_x_medium,"Sycamore St, Roslindale, MA 02131, United States",Roslindale,42.28587764,-71.12490956,Condominium,Private room,2,1,1,2,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,Hangers,""Hair Dryer""}",$58.00,,,$0.00,65,2016-08-30,96,moderate
849408,https://www.airbnb.com/rooms/849408,100%,100%,https://a2.muscache.com/im/users/4434391/profile_pic/1361980516/original.jpg?aki_policy=profile_x_medium,"Centre Street, Boston, MA 02131, United States",Roslindale,42.28882028,-71.1395101,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$229.00,$200.00,$50.00,$25.00,33,2016-05-27,94,strict
12023024,https://www.airbnb.com/rooms/12023024,83%,100%,https://a2.muscache.com/im/pictures/00a17c83-1e9b-4261-ae3a-fd3a1b17e2e4.jpg?aki_policy=profile_x_medium,"Newburg Street, Boston, MA 02131, United States",Roslindale,42.2864482,-71.13932539,House,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_50""}",$60.00,,$30.00,$10.00,1,2016-06-17,80,flexible
1668313,https://www.airbnb.com/rooms/1668313,100%,89%,https://a2.muscache.com/im/users/8834105/profile_pic/1379189277/original.jpg?aki_policy=profile_x_medium,"Durnell Avenue, Boston, MA 02131, United States",Roslindale,42.28194183,-71.1333719,House,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$57.00,,$40.00,$0.00,17,2016-08-18,94,flexible
2684840,https://www.airbnb.com/rooms/2684840,100%,100%,https://a2.muscache.com/im/pictures/30071847-b247-486c-923c-7c7251d55c50.jpg?aki_policy=profile_x_medium,"Primrose Street, Boston, MA 02131, United States",Roslindale,42.29172341,-71.13155602,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$93.00,,$40.00,$0.00,1,2016-07-23,100,flexible
13547301,https://www.airbnb.com/rooms/13547301,100%,97%,https://a2.muscache.com/im/pictures/dad297dc-5673-4201-9703-5e8f291eea43.jpg?aki_policy=profile_x_medium,"Fairview Street, Boston, MA 02131, United States",Roslindale,42.28764103,-71.12988287,Apartment,Entire home/apt,5,1,2,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,,$50.00,$30.00,12,2016-09-03,97,moderate
5434353,https://www.airbnb.com/rooms/5434353,75%,100%,https://a1.muscache.com/im/users/9658771/profile_pic/1429536285/original.jpg?aki_policy=profile_x_medium,"Tyndale Street, Boston, MA 02131, United States",Roslindale,42.28626474,-71.13706513,House,Entire home/apt,2,1.5,2,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$145.00,$500.00,$150.00,$35.00,7,2016-08-06,91,moderate
225979,https://www.airbnb.com/rooms/225979,100%,79%,https://a1.muscache.com/im/users/1176995/profile_pic/1316392100/original.jpg?aki_policy=profile_x_medium,"Augustus Ave, Boston, MA 02131, United States",Roslindale,42.28145207,-71.12925004,Apartment,Private room,1,0,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00,,,$0.00,70,2016-08-02,96,strict
3420384,https://www.airbnb.com/rooms/3420384,100%,100%,https://a0.muscache.com/im/users/431385/profile_pic/1372733970/original.jpg?aki_policy=profile_x_medium,"Doncaster Street, Boston, MA 02131, United States",Roslindale,42.27440801,-71.12529404,House,Private room,4,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",$165.00,,$50.00,$15.00,1,2016-08-26,100,flexible
13512930,https://www.airbnb.com/rooms/13512930,100%,100%,https://a2.muscache.com/im/pictures/30071847-b247-486c-923c-7c7251d55c50.jpg?aki_policy=profile_x_medium,"Primrose Street, Boston, MA 02131, United States",Roslindale,42.29181492,-71.13158793,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,,$20.00,$15.00,1,2016-06-20,100,flexible
7482195,https://www.airbnb.com/rooms/7482195,100%,100%,https://a2.muscache.com/im/pictures/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_x_medium,"Brook Street, Boston, MA 02131, United States",Roslindale,42.28222476,-71.11518856,House,Private room,1,1,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$49.00,,,$10.00,0,,,strict
7252607,https://www.airbnb.com/rooms/7252607,100%,100%,https://a2.muscache.com/im/pictures/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_x_medium,"Brook St, Boston, MA 02131, United States",Roslindale,42.28280175,-71.11514509,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$49.00,,,$10.00,4,2016-08-21,95,strict
2583074,https://www.airbnb.com/rooms/2583074,100%,94%,https://a0.muscache.com/im/users/13226301/profile_pic/1405183873/original.jpg?aki_policy=profile_x_medium,"Cedrus Avenue, Boston, MA 02131, United States",Roslindale,42.27964782,-71.13605873,Villa,Private room,1,2.5,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$40.00,,,$0.00,31,2016-08-30,99,flexible
13251243,https://www.airbnb.com/rooms/13251243,100%,100%,https://a2.muscache.com/im/pictures/fcd40df2-1a2d-4760-b5ba-b452a5fc6d45.jpg?aki_policy=profile_x_medium,"Weld Street, Roslindale, MA 02131, United States",Roslindale,42.29403534,-71.13223725,House,Entire home/apt,3,1,0,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$120.00,$150.00,$50.00,$0.00,16,2016-09-01,98,moderate
225834,https://www.airbnb.com/rooms/225834,100%,79%,https://a1.muscache.com/im/users/1176995/profile_pic/1316392100/original.jpg?aki_policy=profile_x_medium,"Augustus Ave, Boston, MA 02131, United States",Roslindale,42.28052813,-71.13084254,Apartment,Private room,2,0,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$70.00,,,$10.00,38,2016-08-31,98,strict
6400432,https://www.airbnb.com/rooms/6400432,100%,63%,https://a2.muscache.com/im/pictures/6b31bd2d-e4d9-4667-b8fa-75b62a398a25.jpg?aki_policy=profile_x_medium,"Metropolitan Ave, Boston, MA 02131, United States",Roslindale,42.27838291,-71.1287801,House,Entire home/apt,8,1,3,5,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",$150.00,$150.00,$100.00,$0.00,21,2016-08-19,88,flexible
5498472,https://www.airbnb.com/rooms/5498472,N/A,N/A,https://a1.muscache.com/im/users/28518068/profile_pic/1425160407/original.jpg?aki_policy=profile_x_medium,"Chisholm Lane, Boston, MA 02131, United States",Roslindale,42.27683095,-71.12955974,House,Entire home/apt,5,3.5,4,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$175.00,$500.00,$100.00,$0.00,1,2015-07-24,100,moderate
894539,https://www.airbnb.com/rooms/894539,100%,92%,https://a1.muscache.com/im/users/4762495/profile_pic/1358614186/original.jpg?aki_policy=profile_x_medium,"Ashfield Street, Roslindale, MA 02131, United States",Roslindale,42.29090393,-71.13023771,House,Private room,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$95.00,,$10.00,$0.00,40,2016-09-02,96,moderate
879929,https://www.airbnb.com/rooms/879929,100%,100%,https://a1.muscache.com/im/users/4653380/profile_pic/1357956786/original.jpg?aki_policy=profile_x_medium,"Ashfield Street, Roslindale, MA 02131, United States",Roslindale,42.29151999,-71.13185777,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$90.00,,,$0.00,43,2015-12-01,95,strict
9218312,https://www.airbnb.com/rooms/9218312,100%,100%,https://a2.muscache.com/im/pictures/5a6d42d3-00f2-45ee-b09c-357e05495e99.jpg?aki_policy=profile_x_medium,"Fairview Street, Boston, MA 02131, United States",Roslindale,42.28907107,-71.12823296,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$95.00,,$15.00,$0.00,33,2016-08-24,99,moderate
321328,https://www.airbnb.com/rooms/321328,60%,100%,https://a0.muscache.com/im/users/8302344/profile_pic/1409944877/original.jpg?aki_policy=profile_x_medium,"Selwyn St, Boston, MA 02131, United States",Roslindale,42.29223824,-71.13449706,Apartment,Private room,2,1,1,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly""}",$100.00,,,$100.00,11,2015-10-24,90,flexible
1810172,https://www.airbnb.com/rooms/1810172,100%,89%,https://a2.muscache.com/im/users/8834105/profile_pic/1379189277/original.jpg?aki_policy=profile_x_medium,"Durnell Avenue, Boston, MA 02131, United States",Roslindale,42.28208581,-71.13334868,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$67.00,,$40.00,$5.00,20,2016-08-15,96,flexible
6513924,https://www.airbnb.com/rooms/6513924,95%,100%,https://a1.muscache.com/im/users/16398126/profile_pic/1402272814/original.jpg?aki_policy=profile_x_medium,"Hyde Park Avenue, Boston, MA 02131, United States",Roslindale,42.28456151,-71.11972634,Condominium,Private room,1,1,1,1,Real Bed,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$55.00,,,$0.00,30,2016-08-31,92,flexible
7093109,https://www.airbnb.com/rooms/7093109,100%,100%,https://a0.muscache.com/im/users/37177446/profile_pic/1435708710/original.jpg?aki_policy=profile_x_medium,"Hyde Park Avenue, Boston, MA 02131, United States",Roslindale,42.27696862,-71.11775586,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$200.00,$200.00,$85.00,$20.00,2,2016-05-31,100,strict
14690527,https://www.airbnb.com/rooms/14690527,N/A,N/A,https://a2.muscache.com/im/pictures/e5ab0a5d-330a-490d-ad54-b5a644a27cc6.jpg?aki_policy=profile_x_medium,"Conway Street, Boston, MA 02131, United States",Roslindale,42.28922069,-71.13071327,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron}",$150.00,,,$0.00,0,,,flexible
7086825,https://www.airbnb.com/rooms/7086825,100%,100%,https://a2.muscache.com/im/pictures/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_x_medium,"Brook Street, Boston, MA 02131, United States",Roslindale,42.28228163,-71.11681747,House,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$49.00,,,$10.00,10,2016-06-26,98,strict
1861070,https://www.airbnb.com/rooms/1861070,100%,71%,https://a0.muscache.com/im/users/8879967/profile_pic/1379379159/original.jpg?aki_policy=profile_x_medium,"Granada Avenue, Boston, MA 02131, United States",Roslindale,42.27691292,-71.12823284,House,Private room,1,1.5,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Washer,Dryer}",$75.00,,,$0.00,17,2016-06-25,96,flexible
4283698,https://www.airbnb.com/rooms/4283698,100%,95%,https://a1.muscache.com/im/users/333210/profile_pic/1294100176/original.jpg?aki_policy=profile_x_medium,"Fletcher Street, Boston, MA 02131, United States",Roslindale,42.28967076,-71.13728641,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace""}",$110.00,,$25.00,$20.00,55,2016-09-02,87,strict
10116095,https://www.airbnb.com/rooms/10116095,100%,100%,https://a2.muscache.com/im/pictures/9abab5b1-27e4-4bfe-8cd0-3fd1b8f7bf31.jpg?aki_policy=profile_x_medium,"Sheffield Road, Boston, MA 02131, United States",Roslindale,42.28960322,-71.13336749,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$115.00,$200.00,$35.00,$0.00,0,,,strict
8548176,https://www.airbnb.com/rooms/8548176,98%,96%,https://a2.muscache.com/im/users/6570877/profile_pic/1405383234/original.jpg?aki_policy=profile_x_medium,"Kittredge Street, Boston, MA 02131, United States",Roslindale,42.2791761,-71.1327718,House,Entire home/apt,16,1,3,5,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$125.00,$250.00,$50.00,$25.00,24,2016-08-23,91,strict
4922204,https://www.airbnb.com/rooms/4922204,98%,96%,https://a2.muscache.com/im/users/6570877/profile_pic/1405383234/original.jpg?aki_policy=profile_x_medium,"Kittredge St, Roslindale, Boston, MA 02131, United States",Roslindale,42.28214228,-71.12904915,House,Entire home/apt,16,2.5,3,7,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00,$250.00,$50.00,$25.00,82,2016-08-22,95,strict
4085362,https://www.airbnb.com/rooms/4085362,100%,100%,https://a2.muscache.com/im/users/3164508/profile_pic/1344187296/original.jpg?aki_policy=profile_x_medium,"Cornell Street, Boston, MA 02131, United States",Roslindale,42.28174852,-71.14031784,House,Private room,2,2,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,,$10.00,$15.00,20,2016-09-04,97,moderate
3755609,https://www.airbnb.com/rooms/3755609,100%,100%,https://a0.muscache.com/im/users/19223882/profile_pic/1406821702/original.jpg?aki_policy=profile_x_medium,"Metropolitan Avenue, Boston, MA 02131, United States",Roslindale,42.2756372,-71.12480042,House,Private room,1,1,1,1,Real Bed,"{""Family/Kid Friendly"",""translation missing: en.hosting_amenity_49""}",$78.00,$500.00,$25.00,$0.00,21,2016-08-07,95,flexible
13768853,https://www.airbnb.com/rooms/13768853,100%,100%,https://a0.muscache.com/im/users/43132977/profile_pic/1441159961/original.jpg?aki_policy=profile_x_medium,"South Street, Boston, MA 02131, United States",Roslindale,42.2875977,-71.13448153,Apartment,Private room,4,1,1,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",$50.00,,$10.00,$0.00,10,2016-08-23,96,flexible
1936861,https://www.airbnb.com/rooms/1936861,100%,71%,https://a2.muscache.com/im/users/10021116/profile_pic/1384481067/original.jpg?aki_policy=profile_x_medium,"Fletcher Street, Boston, MA 02131, United States",Roslindale,42.28997231,-71.13614632,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$60.00,,,$10.00,143,2016-08-29,98,flexible
4461111,https://www.airbnb.com/rooms/4461111,100%,94%,https://a0.muscache.com/im/users/13226301/profile_pic/1405183873/original.jpg?aki_policy=profile_x_medium,"Cedrus Avenue, Boston, MA 02131, United States",Roslindale,42.27896822,-71.13671456,House,Private room,1,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$45.00,,,$0.00,2,2016-06-08,100,flexible
