id,listing_url,host_response_rate,host_acceptance_rate,host_picture_url,street,neighbourhood_cleansed,latitude,longtitude,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
13864415,https://www.airbnb.com/rooms/13864415,100,98,https://a0.muscache.com/im/users/19008767/profile_pic/1406521313/original.jpg?aki_policy=profile_x_medium,"D Street, Boston, MA 02127, United States",South Boston,42.33919401,-71.04967213,Townhouse,Private room,2,2,1,1,Real Bed,99,100,25,20,3,93,strict,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,The location couldn't be in a better spot. Easy to walk to the Broadway T station and within steps to all the new fancy stuff in Southie. Room was very clean and bathroom immaculate. 
13872339,https://www.airbnb.com/rooms/13872339,100,91,https://a2.muscache.com/im/pictures/900b4a5c-d1cc-4077-a8a8-f95dc1f7adde.jpg?aki_policy=profile_x_medium,"Appleton Street, Boston, MA 02116, United States",Back Bay,42.3516263,-71.07774054,Apartment,Entire home/apt,4,1,2,2,Real Bed,329,1000,100,0,4,100,strict,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"The place is SIMPLY WOW! And the host is very kind, nice and the most informative and is very prompt. Loved the stay. I am a business traveler and I will be back very often. "
13907143,https://www.airbnb.com/rooms/13907143,80,100,https://a2.muscache.com/im/pictures/707afbe8-bb1e-4e5e-8594-55dd38c6c1de.jpg?aki_policy=profile_x_medium,"Riley Road, Boston, MA 02136, United States",Hyde Park,42.23615182,-71.12721618,Apartment,Private room,2,1,1,1,Real Bed,47,100,10,0,6,97,flexible,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,"I stayed 6 days and it was fantastic! Great location, really clean room and so many amenities more than you would ever imagine!! I have cat allergy but I actually had no problem because the room and the air were so clean, also the cat is a little bit shy. It was my first time using Airbnb but I already know for sure where I would stay for next time! I''ll definitely recommend her place:)"
13924495,https://www.airbnb.com/rooms/13924495,100,98,https://a0.muscache.com/im/users/19008767/profile_pic/1406521313/original.jpg?aki_policy=profile_x_medium,"D Street, Boston, MA 02127, United States",South Boston,42.33897711,-71.0508938,Apartment,Entire home/apt,6,2,3,6,Real Bed,299,100,100,25,2,100,strict,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"This house comfortably fit a big party of 8 people and was easy and accessible in Boston. No more than a 10-15 minute lyft from Cambridge area and some cute bars around.

Ellen was attentive and responded quickly to all requests or questions. I would definitely recommend staying here as she really made the experience easy and comfortable. 

One thing to note is that there are two bathrooms but only one of them has a shower (the other one is bathtub only).

Thank you Ellen! "
13959444,https://www.airbnb.com/rooms/13959444,100,88,https://a2.muscache.com/im/users/21609039/profile_pic/1413446551/original.jpg?aki_policy=profile_x_medium,"Massachusetts Avenue, Boston, MA 02118, United States",Back Bay,42.34274931,-71.08316523,Condominium,Entire home/apt,4,1,2,2,Real Bed,450,500,80,0,6,100,moderate,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,The space was beautiful and Sue was very friendly and welcoming. We enjoyed our stay very much! Thanks
13968572,https://www.airbnb.com/rooms/13968572,30,100,https://a2.muscache.com/im/pictures/68d868c5-003c-46ae-96ef-b4bf1b5b6bb4.jpg?aki_policy=profile_x_medium,"Norway Street, Boston, MA 02115, United States",Fenway,42.34461205,-71.08792755,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,100,75,0,2,100,flexible,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Lovely apartment, very cozy and in a very convenient location - close to all the shops and public transport. Perfect for solo travelers. Lizzy is a great host and was very accommodating when my travel arrangements changed last minute because of work. Highly recommended!"
13968660,https://www.airbnb.com/rooms/13968660,100,50,https://a2.muscache.com/im/pictures/37b77c84-8007-46a3-a57b-fbfcde1f8d5a.jpg?aki_policy=profile_x_medium,"Pontiac Street, Boston, MA 02120, United States",Mission Hill,42.33242981,-71.10128712,Apartment,Private room,1,1,1,1,Real Bed,45,500,75,25,1,100,strict,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,"It was a great experience staying at Shahid''s place. The place looked exactly as the pictures. I arrived on time, Shahid was there to welcome me. He showed me around the house, explained how to use the appliances etc.. The apartment was clean, the room is very spacious and his roommates are very nice people and also made me feel at home. I think I made new friends in Boston!

I totally recommend Shahid''s listing. Very close to restaurants bars, public transportation and supermarket. "
13969106,https://www.airbnb.com/rooms/13969106,69,95,https://a2.muscache.com/im/pictures/13a55e55-b83f-4a47-85e2-93f6d940eb93.jpg?aki_policy=profile_x_medium,"Swallow Street, Boston, MA 02127, United States",South Boston,42.33408619,-71.03105301,House,Entire home/apt,6,2,2,2,Real Bed,232,100,80,0,3,80,flexible,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We had a really nice stay in South Boston at Jennifer''s house. The rooms were really confortable and the house is very welcoming and clean. I did not have the chance to meet her but she was very easy to communicate with. The area is perfect : quiet, very close to the beach and to the downtown of BOSTON. Easy access to public transit. What a nice spot! I totally recommend staying here. :)"
13969217,https://www.airbnb.com/rooms/13969217,100,92,https://a2.muscache.com/im/pictures/0a90c220-2808-41b0-86d5-9dc413ff40a7.jpg?aki_policy=profile_x_medium,"White Street, Boston, MA 02128, United States",East Boston,42.38137918,-71.0395257,Apartment,Entire home/apt,3,1,1,2,Real Bed,128,100,35,50,3,53,strict,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Not good -- miscommunication with the host unfortunately lead to one of our employees getting kicked out of the apartment due to a reactive situation. 
13994056,https://www.airbnb.com/rooms/13994056,100,100,https://a0.muscache.com/im/users/42073056/profile_pic/1440121104/original.jpg?aki_policy=profile_x_medium,"Queensberry Street, Boston, MA 02215, United States",Fenway,42.34299689,-71.09949188,Apartment,Private room,2,1,1,1,Real Bed,89,95,20,0,11,89,strict,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,"I had a great experience staying with Filipe. He was a very friendly host and it was very comfortable sharing his space. The setup and location made it easy to go in and out on my own schedule, and the room was well kept. I really felt at home. I would definitely recommend staying here on a visit to Boston!"
14013583,https://www.airbnb.com/rooms/14013583,100,85,https://a2.muscache.com/im/users/3432624/profile_pic/1370021798/original.jpg?aki_policy=profile_x_medium,"Chestnut Street, Charlestown, MA 02129, United States",Charlestown,42.37328253,-71.05815174,House,Private room,1,1,1,1,Real Bed,135,250,25,0,2,100,moderate,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"Alex had plans to go away the weekend I stayed at the Rainbow Room, but he delayed his departure in order to personally greet me and answer any questions regarding the well-appointed room and townhouse.  This is a testament to Alex''s professionalism and dedication to being an exemplary airbnb host.  The room was as advertised, spotlessly clean and has access (shared if the other room is rented) to a very large, renovated and well-appointed two-story space.   The ''assigned'' bathroom for the room is located downstairs, which was a small inconvenience.  But that minor point aside, I highly recommend the space for its value and amenities as well as the hospitality of Alex.   "
14057466,https://www.airbnb.com/rooms/14057466,100,100,https://a1.muscache.com/im/users/30314324/profile_pic/1427766341/original.jpg?aki_policy=profile_x_medium,"Green Street, Jamaica Plain, Boston, MA 02130, United States",Jamaica Plain,42.31357234,-71.11381933,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,200,50,50,2,90,flexible,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,"Good hospitable house with good location, just several minutes to T.
Eileen provide everything we need for nice stay."
14074739,https://www.airbnb.com/rooms/14074739,100,100,https://a1.muscache.com/im/users/17887117/profile_pic/1404942096/original.jpg?aki_policy=profile_x_medium,"Myrtle Street, Boston, MA 02114, United States",Beacon Hill,42.36009793,-71.06780061,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,150,30,0,1,100,moderate,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,My girlfriend and I visited Boston for a weekend getaway. Nike's place was the perfect spot! Very clean and within walking distance to almost everything. Nike was always quick to respond if we needed anything or had any questions. Would definitely recommend to anyone looking for a place to stay in Boston!
8482847,https://www.airbnb.com/rooms/8482847,100,100,https://a1.muscache.com/im/users/11051232/profile_pic/1442782003/original.jpg?aki_policy=profile_x_medium,"Corey Rd, Brighton, MA 02135, United States",Brighton,42.3448286,-71.1367335,Apartment,Private room,2,1,1,1,Real Bed,75,0,0,0,30,87,flexible,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Such a nice host! Was a pleasure to talk to you and have breakfast in the kitchen. Close to the subway,shopping,restaurants. Clean room."
14093943,https://www.airbnb.com/rooms/14093943,91,100,https://a1.muscache.com/im/users/2565039/profile_pic/1358818833/original.jpg?aki_policy=profile_x_medium,"Gallivan Boulevard, Boston, MA 02124, United States",Dorchester,42.28155957,-71.06288767,Apartment,Entire home/apt,4,1,1,2,Real Bed,95,300,75,10,1,40,strict,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,Host collected me from the airport which was a very positive start. However the apartment was disappointing as I was expecting something quite different. This was due to the fact that I had relied on the positive reviews which in fact related to another premises owned by the hosts. This may have been due to an anomaly in the Airbnb system. The apartment is well located but is still a work in progress project. With some work it could be nice but before booking I would recommend prospective tenants should ask for confirmation that renovations are complete. On a positive note the hosts were accepting of my criticism and have been in contact with Airbnb themselves to have the system for multiple reviews amended.
14109809,https://www.airbnb.com/rooms/14109809,100,80,https://a2.muscache.com/im/pictures/58995a50-aa3a-49d2-a28d-445a00ecc845.jpg?aki_policy=profile_x_medium,"Park Drive, Boston, MA 02215, United States",Fenway,42.34211255,-71.09540607,Apartment,Private room,1,1,1,1,Real Bed,87,200,50,50,3,100,strict,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,Very easy to communicate with and accommodating. Place is as described and very clean. Neighborhood is nice.
14367134,https://www.airbnb.com/rooms/14367134,100,100,https://a2.muscache.com/im/pictures/a942cdd0-443d-4e87-bca6-432551ca7be1.jpg?aki_policy=profile_x_medium,"Beacon Street, Boston, MA 02116, United States",Back Bay,42.35371867,-71.07838109,Loft,Entire home/apt,3,1,0,2,Real Bed,100,100,20,0,3,93,flexible,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,"Perfect location, perfect size and great host!! The kitchen has everything you need! The couch is very comfortable for a third guest! He always responds promptly! "
14368660,https://www.airbnb.com/rooms/14368660,100,92,https://a2.muscache.com/im/pictures/bff66dac-be28-428e-a457-988c86d73139.jpg?aki_policy=profile_x_medium,"Commonwealth Avenue, Boston, MA 02215, United States",Fenway,42.35009466,-71.10681798,Apartment,Private room,1,1,1,1,Futon,99,100,50,0,2,100,strict,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,"Great experience!! Syed was quick to respond, greeted me and had a sweet set-up for the price. It was perfect for a quick stay in Boston for a job interview."
14124430,https://www.airbnb.com/rooms/14124430,99,81,https://a2.muscache.com/im/pictures/b54817f1-c0bd-49db-9a10-306e9450f146.jpg?aki_policy=profile_x_medium,"Garden Street, Boston, MA 02114, United States",Beacon Hill,42.3597596,-71.06759513,Apartment,Entire home/apt,7,1,2,3,Real Bed,250,150,65,50,3,100,strict,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,"Paige was a great host and quick to respond to questions and requests before and during our stay. I look forward to working with her again on trips in the future. The Beacon Hill Penthouse fit our party of 5 comfortably. This is a newly renovated penthouse, so everything was updated and clean. Queen beds were very comfortable. Since it is a penthouse, you have to walk up a couple flights, but no issues for us.  This penthouse is in a great location for taking in many sites around Boston. We enjoyed our walks from Beacon Hill down past Faneuil Hall to the waterfront where we embarked on a whale watch. We also trekked through some tourist spots in the North End before easily making our way back to Beacon Hill."
14127153,https://www.airbnb.com/rooms/14127153,100,94,https://a0.muscache.com/im/users/16186589/profile_pic/1443582037/original.jpg?aki_policy=profile_x_medium,"Stockton Street, Boston, MA 02124, United States",Dorchester,42.2829924,-71.07393181,Apartment,Private room,1,1,1,1,Airbed,31,500,50,0,1,100,moderate,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,"Marie is a great landlady. She will do her best to help you. For example, she will introduce new friends to you to make you get familiar with the new environment. When the facilities were broken, she would fix them as soon as possible. Marie provided me a wonderful living experience.
"
14204600,https://www.airbnb.com/rooms/14204600,100,99,https://a2.muscache.com/im/users/9410008/profile_pic/1412389906/original.jpg?aki_policy=profile_x_medium,"Henchman Street, Boston, MA 02113, United States",North End,42.36784682,-71.05300114,Apartment,Entire home/apt,6,1,2,2,Real Bed,320,450,100,25,7,94,strict,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,"AMAZING. The unit was spotless and the location was amazing. Literally in the heart of the North End and just 1 block to endless restaurants and the Waterfront - we were able to walk everywhere. 

In terms of the apartment, the living room was a great place to watch movies at night and the beds were super comfy.  We didn''t need to cook with all the restaurants just steps away, but the kitchen was fully equipped and Golden Goose Market was just down the street. We had a couple of questions about getting around and Jason was extremely accommodating in helping us. Can''t recommend this highly enough. We''ll be back for sure."
14217967,https://www.airbnb.com/rooms/14217967,90,100,https://a0.muscache.com/im/users/6742925/profile_pic/1442415562/original.jpg?aki_policy=profile_x_medium,"Beacon Street, Boston, MA 02116, United States",Back Bay,42.35361676,-71.07739422,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,275,50,0,4,100,flexible,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Super nice and felt very comfortable.
14231732,https://www.airbnb.com/rooms/14231732,92,97,https://a2.muscache.com/im/pictures/73237a26-3a73-4166-a8d6-3a3552ade56e.jpg?aki_policy=profile_x_medium,"Linden St, Boston, MA 02134, United States",Allston,42.3504619,-71.12950478,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,100,30,0,5,96,strict,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The unit was clean and accurate to the pictures. I''d stay there again if I went to Boston. It''s close to the T, it also has a meter lot less than a block away for parking, we didn''t stay long enough to use the kitchen or anything but there was everything there to use if we did have time. "
14501824,https://www.airbnb.com/rooms/14501824,100,56,https://a2.muscache.com/im/users/449295/profile_pic/1411180760/original.jpg?aki_policy=profile_x_medium,"Walnut Avenue, Boston, MA 02130, United States",Jamaica Plain,42.30947825,-71.09930721,Apartment,Entire home/apt,3,1,1,1,Real Bed,130,100,75,20,0,0,moderate,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,
14254537,https://www.airbnb.com/rooms/14254537,75,67,https://a0.muscache.com/im/users/11722054/profile_pic/1390918596/original.jpg?aki_policy=profile_x_medium,"Green Street, Boston, MA 02130, United States",Jamaica Plain,42.31121242,-71.11191179,Condominium,Entire home/apt,3,2,1,1,Real Bed,225,500,75,20,2,100,flexible,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,Nina & Chris's place in JP was great. Close to bakeries & restaurants with walking distance to parks along with the train station for easy travel. Uber was a quick ride to Fenway and other parts of the city. We walked to Sam Adams Brewery with ease. Loved seeing a different part of Boston. Felt very at home inside their place and around the hood. 
14255219,https://www.airbnb.com/rooms/14255219,100,94,https://a2.muscache.com/im/pictures/faca2b53-16f0-4a44-8b60-3a13e8409853.jpg?aki_policy=profile_x_medium,"Sumner Street, Boston, MA 02128, United States",East Boston,42.3669046,-71.03768085,Apartment,Private room,1,1,1,1,Real Bed,45,100,5,0,8,100,flexible,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,Hector's girlfriend was able to accommodate my arrival and let me into the place as soon as I got of of the plane in the morning. Hector was also very friendly. The doors have individual locks so I felt secure.
14274311,https://www.airbnb.com/rooms/14274311,100,100,https://a2.muscache.com/im/pictures/7ea2559c-7104-43a4-800c-c881631b988c.jpg?aki_policy=profile_x_medium,"Saint Stephen Street, Boston, MA 02115, United States",Fenway,42.34207737,-71.08456532,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,100,50,0,5,100,strict,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,Ben's place was great! He was very helpful throughout the process and gave us detailed instructions on how to check-in. The place was clean and just as the pictures had shown. It was fully equipped with kitchen bathroom supplies. The location was fantastic! Right next to Symphony Hall and the Symphony T stop. Also just a short walk from Northeastern & the Museum of Fine Art. Would definitely recommend this place to anyone looking for a cute place to stay while in Boston! 
14282764,https://www.airbnb.com/rooms/14282764,100,56,https://a1.muscache.com/im/users/651876/profile_pic/1344191048/original.jpg?aki_policy=profile_x_medium,"Salem Street, Boston, MA 02113, United States",North End,42.36728035,-71.05512961,Apartment,Entire home/apt,4,1,1,1,Real Bed,149,500,50,50,3,80,moderate,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,"Paulina was a very kind host and we managed to work around eachother schedule in order to collect the keys.

The apartment is located right in the middle of the freedom trail making it a very attractive spot. It''s surrounded by cafes and bakeries. The flat is located on the 5th floor with no elevator of an old not well kept building. The carpets on the stairs are very dirty and there are several smells coming up the stairs.

Paulina''s apartment is old but she tried to make it as comfrortable as possible. We had issues with airconditioning that was not properly workig and very loud due to an old equipment."
14339562,https://www.airbnb.com/rooms/14339562,100,100,https://a2.muscache.com/im/pictures/10db7a83-6530-4703-9105-25c25aa80919.jpg?aki_policy=profile_x_medium,"Pontiac Street, Boston, MA 02120, United States",Mission Hill,42.33194159,-71.10207876,House,Private room,2,1,1,1,Real Bed,70,300,50,0,1,80,flexible,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,"Marin''s place is excellent. Very large, private and cozy. The neighborhood is friendly and safe, with lots of bars, restaurants and stores. Marin contacted me and greeted me to help me get settled in. She even left chocolates! I highly recommend her room. "
14296152,https://www.airbnb.com/rooms/14296152,96,99,https://a1.muscache.com/im/users/38092410/profile_pic/1440292258/original.jpg?aki_policy=profile_x_medium,"Brighton Street, Boston, MA 02129, United States",Charlestown,42.3837493,-71.07723139,House,Private room,1,1,1,1,Real Bed,55,200,25,10,1,80,strict,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,"Arrived after a long day of flying and Ketai and his wife made the check-in super quick and easy. I ended up meeting one of the guys living there too and he was super nice. The room was super nice. There was a clean, comfy bed and lots of storage space. At night the place was very quiet - I did not even hear the train station near the house. The bathroom on the other hand... Was a little scary. It was dirty and the shower was falling apart. However, this place was in a super convenient location and I could work with the scary bathroom because of the location and affordability. "
13129109,https://www.airbnb.com/rooms/13129109,60,86,https://a2.muscache.com/im/pictures/831eb223-9dba-4485-810a-6fa8373f9ef9.jpg?aki_policy=profile_x_medium,"Fayette Street, Boston, MA 02116, United States",Bay Village,42.35001666,-71.06773808,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,1000,150,45,0,0,strict,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,
14308511,https://www.airbnb.com/rooms/14308511,100,100,https://a1.muscache.com/im/users/847177/profile_pic/1362938429/original.jpg?aki_policy=profile_x_medium,"Child Street, Boston, MA 02130, United States",Jamaica Plain,42.3077874,-71.11077967,Apartment,Private room,3,1,1,2,Real Bed,72,95,15,15,5,92,moderate,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,Brendan was awesome what a great stay!
14351036,https://www.airbnb.com/rooms/14351036,100,98,https://a2.muscache.com/im/pictures/cb2edc4b-5b94-420c-a796-c6f793a26b38.jpg?aki_policy=profile_x_medium,"Pine Street, Boston, MA 02111, United States",Downtown,42.35077428,-71.06409216,Apartment,Private room,3,1.5,1,2,Real Bed,80,100,10,30,5,76,flexible,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Jack was really respectful of my privacy and I like that he took a very hands off approach to managing his guest, I value my privacy as a person and I really appreciate that aspect of it during my stay.
"
14414473,https://www.airbnb.com/rooms/14414473,100,100,https://a2.muscache.com/im/pictures/eb7c38d8-6641-4693-990c-962f4ec6bbab.jpg?aki_policy=profile_x_medium,"Highland Street, Boston, MA 02119, United States",Roxbury,42.33000609,-71.09193884,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,300,50,0,4,100,moderate,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Awesome apartment. The decor was immaculate along with its cleanliness. Bill is a very informative and communicative host. The location was perfect given it's close proximity to the T and Fenway Park. Would highly recommend to anyone looking to stay in the Boston area.
14572511,https://www.airbnb.com/rooms/14572511,100,100,https://a2.muscache.com/im/pictures/3c688581-ec15-40aa-bddd-5c4a9efef643.jpg?aki_policy=profile_x_medium,"Salem Street, Boston, MA 02113, United States",North End,42.36342827,-71.05527287,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,150,100,10,1,100,strict,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"the place was perfect for 3!  It was a pleasure staying at this cozy apartment - way more than what we expected.  Place was clean, up to date, had all the amenities needed for a comfortable stay.  The location was beyond amazing.  So close to everything within walking distance.  We will definately use this lovely home if we decide to visit Boston again! Thanks Tanya for a memorable stay!"
14591627,https://www.airbnb.com/rooms/14591627,100,100,https://a2.muscache.com/im/pictures/aaa5aedf-73a3-444d-90d9-9a3a70fbb1c4.jpg?aki_policy=profile_x_medium,"Massachusetts Avenue, Boston, MA 02118, United States",South End,42.33811322,-71.0782187,Condominium,Private room,3,1.5,1,2,Real Bed,125,100,30,20,4,100,moderate,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,"This was my first trip to Boston, and I really lucked out finding John’s listing. Having my own room and bath was exactly what I was looking for and it was also within my budget as a lone traveler. The accommodations are clean, safe, and comfortable and appear recently updated.  
John was a most gracious host, responsive to my inquiries and accommodating when my arrival flight was delayed.  He provided thorough details of how to get around on public transportation (Silver and Orange Lines are within blocks), although I discovered most everywhere I wanted to go was perfectly walkable.  The house is a quintessential “Boston” Brownstone Row-house (though John describes it more accurately) surrounded by the SoWa art district, intimate neighborhood restaurants, and parks.
I really wouldn’t change a thing.  I probably got spoiled a little since I was John’s first Airbnb guest, but he was a friendly, helpful and genuine host and I wish him much success in his Airbnb endeavors. 

Highly recommended."
14714374,https://www.airbnb.com/rooms/14714374,100,100,https://a2.muscache.com/im/pictures/a2aad1ce-e772-496c-87da-a974eb9cbfbf.jpg?aki_policy=profile_x_medium,"West Newton Street, Boston, MA 02116, United States",Back Bay,42.34717511,-71.07825316,Condominium,Private room,2,1,1,1,Real Bed,130,199,42,0,3,100,strict,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,This was one of my best Airbnb experiences! The check-in was smooth and the apartment was very clean and spacious. I really liked how centrally located everything was. I would highly recommended staying here if traveling to Boston!! 
14603013,https://www.airbnb.com/rooms/14603013,100,88,https://a0.muscache.com/im/users/16708213/profile_pic/1430507180/original.jpg?aki_policy=profile_x_medium,"Beacon Street, Boston, MA 02116, United States",Back Bay,42.35385965,-71.07529441,Condominium,Entire home/apt,2,1,0,1,Real Bed,170,350,55,25,1,100,moderate,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,"Leigh Ann was an excellent host! She made sure we had everything we needed for our two night stay, and was very easy to get in touch with for any questions we had. She also left us maps and some quick information about navigating Boston and recommendations of things to do. 

The apartment is in an ideal location and made getting around the city a breeze. The neighborhood is quiet and homey, and the apartment itself is the perfect size for a trip to Boston, long or short. 

If you''re a couple or just two friends looking for a great deal and safe place to stay, I highly recommend this apartment! We had no complaints. "
14663743,https://www.airbnb.com/rooms/14663743,100,79,https://a2.muscache.com/im/pictures/af04ac12-915e-4d14-8354-8b0aa656eaa1.jpg?aki_policy=profile_x_medium,"D Street, Boston, MA 02127, United States",South Boston,42.33604115,-71.05393262,Apartment,Entire home/apt,7,2,2,4,Real Bed,225,500,75,25,1,100,strict,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,Perfect place for two of us in separate queen beds. Walked to the convention center for our meetings on a beautiful sunny day and had dinner in the seaport. All close by! 
14679817,https://www.airbnb.com/rooms/14679817,100,93,https://a2.muscache.com/im/pictures/a9db6ac2-96c3-4961-a329-9926b003f042.jpg?aki_policy=profile_x_medium,"South Street, Boston, MA 02111, United States",Downtown,42.35078494,-71.05601805,Loft,Private room,3,1,1,1,Real Bed,139,150,10,0,2,100,flexible,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,"We had a great experience staying at Jason''s airbnb! The location was very central which was perfect for sightseeing. Both Jason and his roommate were very friendly and welcoming which was comforting. The apartment was slightly cluttered and the room was small, however the rooftop view and the overall space made up for this. Also they have a very cute dog. "
14692682,https://www.airbnb.com/rooms/14692682,100,100,https://a2.muscache.com/im/pictures/ed70d40a-7b1b-4990-aadf-bde2e91231c4.jpg?aki_policy=profile_x_medium,"Alleyne Street, Boston, MA 02132, United States",West Roxbury,42.2719084,-71.14780587,House,Private room,4,1.5,1,3,Real Bed,100,300,5,10,1,100,flexible,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,Everything fit the description. The place was well kept and we had a great time staying at the house. We would definitely recommend this place!
4585452,https://www.airbnb.com/rooms/4585452,0,0,https://a1.muscache.com/im/users/23769200/profile_pic/1416062815/original.jpg?aki_policy=profile_x_medium,"West 9th Street, Boston, MA 02127, United States",South Boston,42.33240522,-71.05115382,House,Entire home/apt,5,1.5,2,2,Real Bed,140,200,50,75,1,100,strict,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,"I didn''t get to meet Joel, but he was very helpful in his texts and emails.  The house was lovely, very clean, and in excellent condition.  The beds were super comfortable and the kitchen was great.  This was my 1st experience with an airbnb, and I would highly recommend it.  "
6089975,https://www.airbnb.com/rooms/6089975,0,0,https://a0.muscache.com/im/users/21983670/profile_pic/1412130987/original.jpg?aki_policy=profile_x_medium,"Commonwealth Avenue, Boston, MA 02134, United States",Allston,42.34784649,-71.1355986,Apartment,Entire home/apt,3,1,0,2,Real Bed,269,400,40,25,4,80,moderate,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Eric's place is great. It was clean and had a great cafe and store across the street. Also very convenient to the train.  The air conditioner and street were both a bit noisy. Might be a little too much for a real light sleeper but was fine for me.
